ReturnID,OrderID,ReturnDate,Reason
9289,197373,26-07-2025,Damaged
9290,158002,12-02-2025,Late Delivery
9291,174601,02-03-2025,Wrong Item
9292,145560,09-01-2025,Damaged
9293,26535,15-08-2025,Damaged
9294,129469,14-08-2025,Wrong Item
9295,45806,08-08-2025,
9296,173243,08-03-2025,No Reason
9297,71863,30-06-2025,Wrong Item
9298,167668,13-09-2024,No Reason
9299,106851,13-02-2025,Late Delivery
9300,14831,19-04-2025,Wrong Item
9302,57757,18-02-2025,Wrong Item
9303,171501,05-02-2025,Late Delivery
9304,160679,27-09-2024,No Reason
9305,192043,17-12-2024,No Reason
9306,116693,28-07-2025,
9307,176044,15-08-2025,Damaged
9308,105720,21-03-2025,Late Delivery
9309,22248,20-04-2025,Late Delivery
9310,70826,29-07-2025,Wrong Item
9311,151916,,Wrong Item
9312,121233,21-01-2025,No Reason
9313,193078,29-05-2025,No Reason
9314,55180,01-09-2024,No Reason
9315,110050,12-08-2025,Wrong Item
9316,177157,12-01-2025,No Reason
9317,24600,14-03-2025,Late Delivery
9318,96829,17-12-2024,Late Delivery
9319,78673,,Damaged
9320,110896,25-09-2024,No Reason
9322,44960,05-10-2024,Late Delivery
9323,73014,05-04-2025,Damaged
9324,48633,29-06-2025,Damaged
9326,176787,30-12-2024,Wrong Item
9327,52087,28-08-2025,No Reason
9328,18328,17-01-2025,No Reason
9329,193684,16-12-2024,Wrong Item
9330,111654,03-01-2025,Wrong Item
9331,96422,22-06-2025,No Reason
9332,33943,07-12-2024,No Reason
9333,105734,06-12-2024,Wrong Item
9334,9299,,Wrong Item
9335,86364,03-01-2025,
9336,67535,26-01-2025,Late Delivery
9337,185220,31-07-2025,
9338,136272,08-01-2025,Late Delivery
9339,161734,01-02-2025,
9340,175938,18-03-2025,Wrong Item
9341,119136,30-03-2025,Damaged
9342,178781,11-09-2024,
9343,134344,22-02-2025,Damaged
9344,119600,11-11-2024,Wrong Item
9345,188893,27-06-2025,Damaged
9346,117259,28-03-2025,Wrong Item
9347,18549,27-12-2024,
9348,20763,22-08-2025,Late Delivery
9349,117127,26-06-2025,Damaged
9350,29608,19-11-2024,Damaged
9351,90948,10-08-2025,Damaged
9352,120409,16-08-2025,No Reason
9353,30627,05-02-2025,Wrong Item
9354,23836,14-11-2024,
9355,154335,,Late Delivery
9356,183369,30-06-2025,Damaged
9357,49296,08-12-2024,Wrong Item
9358,128760,10-06-2025,Wrong Item
9359,197964,24-06-2025,Late Delivery
9360,47015,11-07-2025,Late Delivery
9361,175823,06-02-2025,
9362,166346,11-03-2025,Wrong Item
9363,61250,28-12-2024,Late Delivery
9364,32198,05-05-2025,
9365,61760,23-02-2025,Wrong Item
9366,40870,20-12-2024,Late Delivery
9367,164164,28-05-2025,No Reason
9368,140533,01-11-2024,No Reason
9369,90444,15-12-2024,Wrong Item
9370,164798,08-10-2024,No Reason
9371,9752,10-10-2024,No Reason
9372,42854,20-11-2024,Wrong Item
9373,115919,22-12-2024,Wrong Item
9374,20335,02-06-2025,
9375,184408,06-09-2024,Damaged
9376,142537,21-06-2025,Late Delivery
9377,68531,08-08-2025,Wrong Item
9378,74740,14-10-2024,
9379,110860,20-12-2024,Late Delivery
9380,35015,28-12-2024,
9381,14069,08-04-2025,
9382,152634,29-09-2024,Wrong Item
9383,50909,04-10-2024,
9384,154765,23-05-2025,No Reason
9385,80994,24-11-2024,Damaged
9386,13802,27-11-2024,Damaged
9387,101622,13-02-2025,No Reason
9388,96578,05-01-2025,No Reason
9389,22333,01-06-2025,Wrong Item
9390,99530,20-11-2024,Damaged
9391,154991,21-12-2024,Late Delivery
9392,35246,13-10-2024,Late Delivery
9393,190316,18-04-2025,Damaged
9394,9387,23-12-2024,Damaged
9395,11974,12-04-2025,Wrong Item
9396,72812,04-11-2024,Late Delivery
9397,9974,28-11-2024,
9398,136245,22-10-2024,Late Delivery
9399,108491,08-02-2025,No Reason
9400,90986,06-03-2025,Damaged
9401,14826,07-02-2025,No Reason
9402,22439,10-07-2025,Late Delivery
9403,120080,22-02-2025,No Reason
9404,82575,27-06-2025,Damaged
9405,38851,19-10-2024,Late Delivery
9406,160350,06-04-2025,Wrong Item
9407,27336,12-11-2024,Damaged
9409,7052,20-06-2025,No Reason
9410,85569,,Late Delivery
9411,564,19-07-2025,Wrong Item
9412,156834,24-10-2024,Damaged
9413,86758,15-03-2025,No Reason
9414,159941,01-12-2024,Late Delivery
9415,73254,13-05-2025,Late Delivery
9416,91389,29-03-2025,Damaged
9417,134804,17-12-2024,Damaged
9418,44320,16-04-2025,
9419,63934,11-02-2025,Damaged
9420,130237,28-10-2024,Damaged
9421,192892,,Wrong Item
9422,30212,19-08-2025,No Reason
9424,88619,30-04-2025,Late Delivery
9425,85459,03-12-2024,Late Delivery
9426,33346,06-07-2025,
9427,144553,30-06-2025,Wrong Item
9428,136765,10-08-2025,Damaged
9429,36031,16-08-2025,Damaged
9430,149290,03-08-2025,No Reason
9431,12889,05-04-2025,No Reason
9432,22014,06-11-2024,Late Delivery
9433,153308,17-10-2024,Late Delivery
9434,55460,01-11-2024,Late Delivery
9435,141294,07-08-2025,No Reason
9437,189756,22-09-2024,Wrong Item
9439,96723,11-10-2024,No Reason
9440,28551,11-04-2025,No Reason
9441,128204,14-08-2025,No Reason
9442,81273,27-05-2025,Damaged
9443,169580,02-12-2024,Damaged
9444,6301,09-12-2024,Late Delivery
9445,175473,01-07-2025,Late Delivery
9446,198338,16-11-2024,Damaged
9448,99361,01-01-2025,Wrong Item
9449,125055,31-08-2024,
9450,22004,05-07-2025,No Reason
9451,151515,14-09-2024,
9452,149631,21-07-2025,
9453,96730,01-12-2024,Damaged
9454,100306,03-11-2024,Damaged
9455,29067,24-04-2025,Damaged
9456,165548,08-03-2025,No Reason
9457,158797,04-07-2025,Wrong Item
9458,101394,01-03-2025,No Reason
9459,19829,10-02-2025,Late Delivery
9460,179575,02-11-2024,Wrong Item
9461,45427,31-08-2024,Wrong Item
9462,57002,19-08-2025,No Reason
9463,189426,26-09-2024,Damaged
9464,137603,11-04-2025,Damaged
9465,199385,27-03-2025,Damaged
9466,139058,26-12-2024,Wrong Item
9467,161483,09-09-2024,
9469,69010,09-08-2025,No Reason
9470,178911,19-05-2025,No Reason
9471,86295,07-07-2025,Late Delivery
9472,9824,20-09-2024,No Reason
9473,43555,05-05-2025,No Reason
9474,119910,02-03-2025,Damaged
9475,85490,13-06-2025,No Reason
9476,181689,03-11-2024,No Reason
9477,85018,09-11-2024,No Reason
9478,96054,21-01-2025,Late Delivery
9479,55409,09-07-2025,Damaged
9480,197638,21-01-2025,Late Delivery
9481,23213,16-03-2025,Damaged
9482,109962,31-05-2025,Wrong Item
9483,69478,28-01-2025,Late Delivery
9484,196923,27-08-2025,Late Delivery
9485,2739,04-12-2024,No Reason
9486,169874,05-05-2025,Wrong Item
9487,23345,17-07-2025,
9488,182449,07-07-2025,Damaged
9489,18325,23-08-2025,Damaged
9490,131733,26-01-2025,Wrong Item
9491,49326,08-07-2025,Damaged
9492,62089,,Damaged
9493,123886,04-02-2025,Damaged
9494,91858,06-10-2024,Wrong Item
9495,51340,,Wrong Item
9496,182858,10-12-2024,Late Delivery
9497,72941,18-12-2024,Damaged
9498,6902,10-09-2024,Wrong Item
9499,70557,12-09-2024,No Reason
9500,196075,24-10-2024,No Reason
9501,177810,07-08-2025,Damaged
9502,151634,07-01-2025,Damaged
9503,185115,30-10-2024,Late Delivery
9504,120108,03-07-2025,Wrong Item
9505,90742,06-04-2025,
9506,124054,22-06-2025,No Reason
9507,11683,12-07-2025,Damaged
9508,172239,11-07-2025,Late Delivery
9509,161414,24-02-2025,Wrong Item
9510,122229,03-11-2024,Damaged
9511,156461,05-05-2025,
9512,40272,01-10-2024,Damaged
9513,7439,01-12-2024,Damaged
9514,197786,14-11-2024,Late Delivery
9515,104525,05-09-2024,Late Delivery
9516,105273,26-11-2024,Damaged
9517,33081,05-01-2025,No Reason
9518,34463,25-07-2025,Damaged
9519,56344,06-06-2025,No Reason
9520,75794,06-12-2024,Late Delivery
9521,143203,08-01-2025,Wrong Item
9522,176035,18-12-2024,Late Delivery
9523,96284,21-02-2025,Late Delivery
9524,167827,13-10-2024,Late Delivery
9525,40373,10-06-2025,Damaged
9526,187991,11-06-2025,Damaged
9527,197870,18-08-2025,Damaged
9528,141082,06-11-2024,No Reason
9529,192497,25-12-2024,Damaged
9530,49925,01-08-2025,Damaged
9531,63252,17-04-2025,Damaged
9532,52847,22-06-2025,No Reason
9533,18287,24-12-2024,Wrong Item
9534,199154,16-10-2024,Wrong Item
9535,133300,10-05-2025,Damaged
9536,83370,06-09-2024,Late Delivery
9537,41848,,Damaged
9538,66155,17-11-2024,Damaged
9539,150841,02-11-2024,Late Delivery
9540,199897,13-04-2025,Damaged
9541,96951,27-11-2024,Late Delivery
9542,74485,07-07-2025,Damaged
9543,89568,26-08-2025,Late Delivery
9544,27664,16-02-2025,
9545,63680,07-01-2025,Damaged
9546,151833,28-08-2025,Late Delivery
9547,67210,28-08-2024,Damaged
9548,46611,01-12-2024,No Reason
9549,4407,03-01-2025,Damaged
9550,16333,13-03-2025,Damaged
9551,79011,30-05-2025,Late Delivery
9552,20296,11-05-2025,No Reason
9553,137784,08-05-2025,Damaged
9554,110647,28-08-2025,Wrong Item
9555,68951,21-02-2025,Damaged
9556,7566,15-12-2024,Damaged
9557,77735,18-08-2025,Wrong Item
9558,194887,03-06-2025,
9559,195988,28-09-2024,No Reason
9560,180432,24-05-2025,No Reason
9561,136632,02-10-2024,
9562,31495,24-06-2025,
9563,62745,18-10-2024,Late Delivery
9564,48059,30-11-2024,Wrong Item
9565,5238,20-08-2025,Damaged
9566,177260,16-06-2025,
9567,162214,24-01-2025,
9568,91107,24-01-2025,No Reason
9570,10335,10-09-2024,Wrong Item
9572,78047,06-04-2025,No Reason
9573,7209,20-11-2024,No Reason
9574,88078,19-01-2025,Late Delivery
9575,58035,21-04-2025,Damaged
9576,143726,26-06-2025,Wrong Item
9578,174155,26-01-2025,Late Delivery
9579,195523,18-08-2025,
9580,152680,02-10-2024,Damaged
9581,130959,22-03-2025,No Reason
9582,53125,05-10-2024,Late Delivery
9583,189380,30-05-2025,No Reason
9584,177959,10-03-2025,Late Delivery
9585,150423,13-07-2025,Late Delivery
9586,46853,02-01-2025,Late Delivery
9587,21028,27-03-2025,Late Delivery
9588,11576,16-04-2025,Late Delivery
9589,3198,07-01-2025,Late Delivery
9590,118502,15-04-2025,Damaged
9591,66498,28-02-2025,Damaged
9592,189273,07-12-2024,
9593,39034,08-09-2024,Late Delivery
9594,101362,29-12-2024,No Reason
9595,194961,,Damaged
9596,35520,02-12-2024,Damaged
9597,6526,07-08-2025,Damaged
9598,71379,20-08-2025,
9599,137114,23-09-2024,Wrong Item
9600,50833,24-04-2025,Wrong Item
9601,116067,08-03-2025,No Reason
9602,31338,30-01-2025,No Reason
9603,52661,09-03-2025,No Reason
9604,119773,06-12-2024,Damaged
9605,131566,05-04-2025,Wrong Item
9606,75545,04-12-2024,Damaged
9607,139258,20-11-2024,No Reason
9608,97752,31-12-2024,Damaged
9609,109753,02-06-2025,Wrong Item
9610,114266,31-12-2024,Late Delivery
9611,52246,31-08-2024,Damaged
9612,52707,05-02-2025,Damaged
9613,195272,13-06-2025,Wrong Item
9614,53185,04-08-2025,Damaged
9615,3334,06-06-2025,Wrong Item
9616,147643,20-05-2025,Late Delivery
9617,50256,15-07-2025,Damaged
9618,120925,05-11-2024,Late Delivery
9619,130612,,Damaged
9620,79034,07-09-2024,
9621,106935,,Late Delivery
9622,23506,01-10-2024,No Reason
9623,37159,06-05-2025,Damaged
9624,36999,10-03-2025,Late Delivery
9625,193919,09-01-2025,Damaged
9626,28970,11-06-2025,Damaged
9627,75989,07-11-2024,Damaged
9628,141273,22-04-2025,
9629,75129,24-10-2024,Late Delivery
9630,163586,27-04-2025,Damaged
9631,21759,19-02-2025,Wrong Item
9632,132593,03-05-2025,Wrong Item
9633,98656,26-07-2025,No Reason
9634,196985,02-03-2025,No Reason
9636,73495,12-02-2025,Late Delivery
9637,42362,25-04-2025,Wrong Item
9638,1779,20-01-2025,
9639,78024,22-04-2025,No Reason
9640,45,17-07-2025,Damaged
9641,94502,02-04-2025,No Reason
9642,27114,15-04-2025,Damaged
9644,137051,06-11-2024,No Reason
9645,88770,07-03-2025,Wrong Item
9646,21489,24-07-2025,Late Delivery
9647,177259,17-01-2025,Damaged
9649,102399,06-01-2025,Damaged
9650,99467,27-10-2024,Damaged
9652,86186,04-11-2024,
9653,93031,07-10-2024,Late Delivery
9654,270,03-12-2024,Damaged
9655,157614,10-03-2025,Wrong Item
9656,146393,12-02-2025,
9657,94043,13-02-2025,No Reason
9658,13434,04-09-2024,
9659,148320,12-02-2025,Wrong Item
9660,148266,09-07-2025,Late Delivery
9661,95946,,Wrong Item
9662,117245,15-06-2025,Wrong Item
9663,167433,28-05-2025,No Reason
9664,97901,20-11-2024,Damaged
9665,85611,13-12-2024,
9666,42361,,Late Delivery
9667,22431,18-11-2024,Late Delivery
9668,67909,08-06-2025,No Reason
9669,175404,,No Reason
9670,31911,17-05-2025,Wrong Item
9671,159101,26-09-2024,Wrong Item
9672,77474,29-08-2024,Late Delivery
9673,125332,01-10-2024,Wrong Item
9674,73012,24-08-2025,Late Delivery
9675,169007,28-03-2025,Late Delivery
9676,147321,15-09-2024,No Reason
9677,87770,05-10-2024,
9678,29539,19-01-2025,Damaged
9679,168587,19-08-2025,Damaged
9680,188051,25-03-2025,Wrong Item
9682,34224,01-09-2024,Late Delivery
9683,64945,16-01-2025,Damaged
9684,106732,29-07-2025,No Reason
9685,161965,01-07-2025,Late Delivery
9687,121186,31-08-2024,Late Delivery
9688,46638,05-07-2025,Wrong Item
9689,114295,,Late Delivery
9690,158758,30-12-2024,Damaged
9691,128327,26-06-2025,Wrong Item
9692,198468,29-11-2024,Wrong Item
9693,8480,25-07-2025,
9694,90899,14-06-2025,Late Delivery
9695,114744,13-05-2025,Late Delivery
9696,83729,12-11-2024,Wrong Item
9697,64083,29-10-2024,Late Delivery
9698,155593,21-08-2025,Damaged
9699,111112,10-09-2024,Late Delivery
9700,181346,03-05-2025,
9701,198408,13-10-2024,No Reason
9702,37384,03-07-2025,Damaged
9704,17337,30-10-2024,Wrong Item
9705,52779,08-09-2024,No Reason
9706,47236,23-08-2025,Wrong Item
9707,47837,06-05-2025,No Reason
9708,166252,21-09-2024,Wrong Item
9709,133117,11-10-2024,Late Delivery
9710,65364,,Damaged
9711,155434,26-07-2025,No Reason
9712,17265,21-03-2025,
9713,74296,13-07-2025,Late Delivery
9714,167317,22-12-2024,No Reason
9716,151967,22-09-2024,Late Delivery
9717,130938,02-09-2024,Wrong Item
9718,63157,13-11-2024,Wrong Item
9719,32574,17-09-2024,
9720,119496,11-03-2025,Late Delivery
9721,187730,24-01-2025,Damaged
9722,107712,02-11-2024,
9723,179264,30-08-2024,Late Delivery
9724,128578,11-06-2025,
9725,95670,08-10-2024,Wrong Item
9726,22861,07-11-2024,
9727,76633,06-02-2025,No Reason
9728,191628,20-05-2025,Damaged
9729,172572,08-03-2025,No Reason
9730,70320,,No Reason
9731,122198,22-09-2024,Late Delivery
9732,83698,19-01-2025,Late Delivery
9733,117855,28-07-2025,No Reason
9734,145038,24-01-2025,Late Delivery
9735,46659,,
9736,79162,02-10-2024,
9738,29030,05-03-2025,Late Delivery
9739,41099,16-01-2025,
9740,4010,05-04-2025,Late Delivery
9741,74074,28-07-2025,Late Delivery
9742,122112,30-07-2025,Late Delivery
9743,183500,01-04-2025,Damaged
9744,177942,31-08-2024,Late Delivery
9745,159151,04-08-2025,No Reason
9746,60503,16-12-2024,No Reason
9747,119293,27-04-2025,Wrong Item
9748,84820,31-08-2024,
9749,34442,31-05-2025,Wrong Item
9750,152795,19-11-2024,Wrong Item
9751,113698,13-05-2025,
9752,115125,09-02-2025,No Reason
9753,82523,18-01-2025,No Reason
9754,198196,31-03-2025,Late Delivery
9755,127469,25-07-2025,No Reason
9756,5856,15-01-2025,No Reason
9757,22956,13-11-2024,Wrong Item
9758,45790,18-04-2025,
9759,17373,26-02-2025,Late Delivery
9760,58678,07-07-2025,Damaged
9761,79321,20-01-2025,No Reason
9762,148872,30-12-2024,Wrong Item
9763,168544,22-08-2025,
9764,30961,11-07-2025,Damaged
9765,45319,09-07-2025,
9766,173965,11-07-2025,No Reason
9767,19701,17-05-2025,Wrong Item
9769,190107,24-05-2025,Damaged
9770,21378,22-10-2024,Late Delivery
9771,110964,23-08-2025,Damaged
9772,29918,12-03-2025,Damaged
9773,91588,25-09-2024,Wrong Item
9774,19009,15-08-2025,Damaged
9775,37157,17-01-2025,Wrong Item
9776,121464,31-10-2024,
9777,18412,30-06-2025,No Reason
9778,80253,14-06-2025,Late Delivery
9779,169200,29-11-2024,Damaged
9780,77307,06-08-2025,No Reason
9781,29745,27-02-2025,Wrong Item
9782,69107,,
9783,39130,05-11-2024,Damaged
9784,48233,09-10-2024,Wrong Item
9785,62220,02-12-2024,Wrong Item
9786,57459,,Wrong Item
9787,112822,31-03-2025,Wrong Item
9788,149270,15-01-2025,Wrong Item
9789,144986,17-12-2024,No Reason
9790,191447,08-02-2025,Late Delivery
9791,9570,23-05-2025,Wrong Item
9792,20125,24-11-2024,Wrong Item
9793,90058,26-12-2024,No Reason
9794,191363,05-05-2025,
9795,182276,22-03-2025,Damaged
9796,42192,27-09-2024,No Reason
9797,16476,18-10-2024,No Reason
9798,39325,22-03-2025,Wrong Item
9799,148354,01-04-2025,
9800,173745,05-11-2024,Late Delivery
9801,19290,23-08-2025,Late Delivery
9802,171522,13-11-2024,Damaged
9803,182624,02-05-2025,Damaged
9804,64806,07-09-2024,No Reason
9805,176205,22-08-2025,No Reason
9806,81141,14-12-2024,
9807,175267,11-02-2025,Late Delivery
9808,167360,09-03-2025,Late Delivery
9809,43768,03-03-2025,No Reason
9810,121001,20-05-2025,Damaged
9811,186102,10-10-2024,Damaged
9812,98578,26-09-2024,Damaged
9813,67872,10-08-2025,No Reason
9814,120148,18-05-2025,
9815,132308,28-09-2024,Wrong Item
9817,80815,02-06-2025,No Reason
9818,141121,12-06-2025,Damaged
9819,187004,12-10-2024,Wrong Item
9820,57840,08-06-2025,Damaged
9821,136764,17-02-2025,No Reason
9822,169036,17-08-2025,Wrong Item
9823,182048,27-07-2025,Damaged
9824,21738,20-06-2025,Late Delivery
9825,51014,11-04-2025,Damaged
9826,119795,29-05-2025,Damaged
9827,117395,10-06-2025,Late Delivery
9828,157279,20-01-2025,Wrong Item
9829,14874,26-08-2025,No Reason
9830,10216,,Late Delivery
9831,114414,18-01-2025,Late Delivery
9832,172381,29-09-2024,Wrong Item
9833,111715,22-03-2025,Damaged
9834,100323,15-06-2025,Wrong Item
9835,187665,09-07-2025,Late Delivery
9836,134092,18-10-2024,No Reason
9837,192067,17-09-2024,Wrong Item
9838,153321,07-06-2025,No Reason
9839,135876,30-08-2024,Late Delivery
9840,28760,09-03-2025,No Reason
9842,117160,28-09-2024,Damaged
9843,1832,21-04-2025,
9844,12328,28-01-2025,Late Delivery
9845,58621,23-07-2025,Late Delivery
9846,123316,28-12-2024,No Reason
9847,126968,02-05-2025,Damaged
9848,146809,15-11-2024,Damaged
9849,7066,14-02-2025,Wrong Item
9850,36919,03-04-2025,Damaged
9851,53888,01-01-2025,Wrong Item
9852,50066,12-12-2024,Wrong Item
9853,182054,25-03-2025,Wrong Item
9854,143358,05-10-2024,Damaged
9855,161152,27-07-2025,Late Delivery
9856,110173,09-03-2025,Damaged
9857,167443,09-06-2025,Damaged
9858,12874,12-10-2024,Wrong Item
9859,103696,28-08-2024,
9860,196812,15-04-2025,Damaged
9861,73170,05-04-2025,Wrong Item
9862,21631,15-12-2024,Late Delivery
9863,190004,22-02-2025,Damaged
9864,165078,,
9866,168639,01-12-2024,Wrong Item
9867,155632,23-05-2025,No Reason
9868,184360,01-02-2025,Damaged
9869,146891,26-01-2025,
9870,189353,29-07-2025,
9871,76241,10-06-2025,Late Delivery
9872,91627,15-10-2024,
9873,69801,01-06-2025,
9874,64862,30-12-2024,Late Delivery
9875,131336,07-11-2024,No Reason
9876,111953,17-02-2025,Damaged
9878,56337,07-06-2025,No Reason
9879,130970,07-12-2024,Late Delivery
9880,186541,31-05-2025,Late Delivery
9881,16114,25-05-2025,No Reason
9882,198556,21-11-2024,No Reason
9883,199466,28-03-2025,Wrong Item
9884,36271,13-07-2025,No Reason
9885,199166,29-05-2025,Wrong Item
9886,155977,02-11-2024,Wrong Item
9887,52050,01-04-2025,Wrong Item
9888,173241,23-10-2024,Wrong Item
9889,74106,26-03-2025,No Reason
9890,139575,02-10-2024,Damaged
9891,181719,25-08-2025,Late Delivery
9892,172961,05-09-2024,Late Delivery
9893,52722,28-03-2025,Late Delivery
9894,62172,27-08-2025,Damaged
9895,128236,27-02-2025,Damaged
9896,13379,14-09-2024,Damaged
9897,7635,21-10-2024,Wrong Item
9898,44772,25-07-2025,Wrong Item
9899,3580,19-03-2025,Wrong Item
9900,105477,06-04-2025,Damaged
9901,128872,,No Reason
9902,32532,25-02-2025,Wrong Item
9903,95937,19-04-2025,Late Delivery
9904,7392,18-02-2025,Late Delivery
9905,80703,23-06-2025,Damaged
9906,8887,06-04-2025,Late Delivery
9907,189933,17-12-2024,Late Delivery
9908,9865,21-04-2025,Wrong Item
9909,157303,22-08-2025,No Reason
9910,20496,30-11-2024,Wrong Item
9911,140083,20-03-2025,No Reason
9912,181750,06-03-2025,Late Delivery
9913,92235,24-07-2025,No Reason
9914,161937,12-06-2025,Damaged
9915,116694,30-05-2025,Late Delivery
9916,42862,,Late Delivery
9917,101291,19-02-2025,No Reason
9918,165411,26-04-2025,Late Delivery
9919,171156,08-02-2025,Wrong Item
9920,142884,21-11-2024,Damaged
9921,103040,19-07-2025,Wrong Item
9922,59290,03-06-2025,Late Delivery
9923,36180,08-06-2025,Late Delivery
9924,67431,21-12-2024,Damaged
9925,116133,18-10-2024,Damaged
9926,46474,09-12-2024,Wrong Item
9928,61194,16-04-2025,Wrong Item
9929,53021,12-12-2024,Late Delivery
9930,134303,15-07-2025,No Reason
9931,133584,30-03-2025,Wrong Item
9932,3346,13-11-2024,
9933,133712,26-04-2025,Damaged
9934,98737,27-04-2025,Damaged
9935,101454,12-10-2024,No Reason
9936,65504,16-10-2024,Wrong Item
9937,47084,12-08-2025,Late Delivery
9938,1980,24-08-2025,Wrong Item
9939,31,21-06-2025,Damaged
9940,174616,26-12-2024,Wrong Item
9941,138611,12-12-2024,Late Delivery
9942,99454,14-04-2025,Wrong Item
9943,137379,23-11-2024,
9944,30814,09-05-2025,No Reason
9945,45081,25-04-2025,Damaged
9946,102761,18-08-2025,Damaged
9947,189300,04-02-2025,Damaged
9948,33888,20-08-2025,Wrong Item
9949,170974,21-06-2025,
9950,176081,22-04-2025,Late Delivery
9951,110879,17-06-2025,Damaged
9952,64773,05-07-2025,Damaged
9953,30974,28-03-2025,No Reason
9954,95506,13-04-2025,Damaged
9955,30699,,Wrong Item
9956,151293,06-05-2025,Late Delivery
9957,152343,11-09-2024,
9958,46302,20-02-2025,
9959,119833,13-01-2025,
9960,177838,,Late Delivery
9961,199266,22-07-2025,No Reason
9962,18907,21-07-2025,Wrong Item
9963,104338,05-12-2024,Damaged
9964,101431,,No Reason
9965,32976,22-01-2025,Wrong Item
9967,161521,27-08-2025,No Reason
9968,139381,08-10-2024,Late Delivery
9969,155584,06-12-2024,Late Delivery
9970,32173,24-12-2024,Damaged
9971,65374,13-04-2025,Damaged
9972,54708,13-12-2024,Damaged
9973,73463,14-06-2025,Wrong Item
9974,172026,16-08-2025,Damaged
9975,102740,06-09-2024,Damaged
9976,15472,31-01-2025,Damaged
9977,88176,11-01-2025,Damaged
9978,79587,,
9979,152599,07-12-2024,Damaged
9980,138482,13-01-2025,Damaged
9981,78980,28-05-2025,
9982,48069,20-09-2024,Wrong Item
9983,105527,24-11-2024,Damaged
9984,28900,20-03-2025,Wrong Item
9985,140633,23-08-2025,No Reason
9986,182749,20-05-2025,No Reason
9987,152828,12-10-2024,Late Delivery
9988,193710,19-07-2025,Wrong Item
9989,179507,09-12-2024,No Reason
9990,108414,29-07-2025,Damaged
9991,117929,11-04-2025,No Reason
9993,120645,07-06-2025,Wrong Item
9994,70580,17-03-2025,Late Delivery
9995,192407,,Late Delivery
9996,54249,06-03-2025,
9997,79826,21-06-2025,No Reason
9998,148569,12-11-2024,Wrong Item
9999,75996,21-04-2025,
10000,43023,19-01-2025,Late Delivery
10001,154707,25-10-2024,Late Delivery
10002,109339,15-05-2025,Damaged
10003,145918,08-06-2025,No Reason
10004,22584,07-02-2025,Damaged
10005,93996,29-01-2025,Wrong Item
10006,27318,14-02-2025,Wrong Item
10007,86073,18-06-2025,
10008,171196,28-11-2024,No Reason
10009,177529,27-05-2025,Late Delivery
10010,44126,28-08-2025,Wrong Item
10011,74329,09-05-2025,No Reason
10012,145809,18-10-2024,
10013,183676,17-10-2024,Late Delivery
10014,150973,11-03-2025,Damaged
10015,161228,05-01-2025,No Reason
10016,127431,06-09-2024,Wrong Item
10017,119998,06-04-2025,No Reason
10018,197560,29-03-2025,Late Delivery
10019,119739,13-06-2025,Wrong Item
10020,36978,07-11-2024,Damaged
10021,162382,15-04-2025,Damaged
10022,152710,18-09-2024,Damaged
10023,97316,26-08-2025,No Reason
10024,74484,25-11-2024,No Reason
10025,187700,17-05-2025,Wrong Item
10026,130619,13-01-2025,Damaged
10028,141683,02-05-2025,
10029,170508,13-08-2025,
10030,37648,28-08-2024,Late Delivery
10031,69643,09-01-2025,Wrong Item
10032,175261,24-06-2025,Damaged
10033,13168,17-10-2024,Late Delivery
10034,171175,16-11-2024,No Reason
10035,113291,08-08-2025,Damaged
10036,46228,11-05-2025,Wrong Item
10037,41769,20-07-2025,Damaged
10038,190721,17-03-2025,No Reason
10039,112208,16-08-2025,Damaged
10040,126053,28-08-2024,Damaged
10041,192476,22-07-2025,Damaged
10042,159257,13-07-2025,Damaged
10043,186273,07-04-2025,Damaged
10044,82611,17-06-2025,No Reason
10045,19759,09-10-2024,
10046,89135,05-02-2025,No Reason
10047,154353,29-01-2025,No Reason
10048,26094,26-10-2024,Wrong Item
10049,29223,03-01-2025,
10050,54705,05-10-2024,Damaged
10051,65481,09-12-2024,Late Delivery
10052,63693,22-06-2025,Damaged
10053,176248,06-11-2024,Late Delivery
10055,87016,03-11-2024,Damaged
10056,74682,29-12-2024,Wrong Item
10057,154400,12-12-2024,Wrong Item
10058,47462,02-05-2025,No Reason
10059,68067,09-09-2024,Late Delivery
10060,157820,10-08-2025,Late Delivery
10061,94673,25-05-2025,
10062,93436,11-01-2025,Late Delivery
10064,7167,22-02-2025,No Reason
10065,38863,01-07-2025,Late Delivery
10066,39571,25-11-2024,No Reason
10067,18757,20-04-2025,
10068,140845,04-05-2025,No Reason
10069,139009,12-01-2025,No Reason
10070,71274,10-02-2025,Wrong Item
10071,103784,12-12-2024,Wrong Item
10072,131540,04-08-2025,Late Delivery
10073,169855,07-02-2025,No Reason
10074,168247,03-06-2025,No Reason
10075,32027,29-04-2025,Late Delivery
10076,9412,01-12-2024,No Reason
10077,28777,20-02-2025,
10078,178572,02-02-2025,Wrong Item
10079,104727,08-02-2025,No Reason
10080,138515,29-03-2025,
10081,94147,29-08-2024,Wrong Item
10082,132652,01-03-2025,Wrong Item
10083,35998,18-08-2025,No Reason
10084,101242,28-04-2025,Late Delivery
10085,198072,10-07-2025,Damaged
10086,103586,07-04-2025,No Reason
10087,125010,12-04-2025,Late Delivery
10088,156006,25-08-2025,Damaged
10089,149099,29-05-2025,Late Delivery
10090,36762,16-02-2025,No Reason
